year,month,day,weekday,ws_1,prcp_1,snwd_1,average,temp
2011,6,6,Mon,3.8,0,0,68.2,72
2011,6,7,Tues,8.28,0,0,68.3,64
2011,6,8,Wed,12.97,0.21,0,68.5,62
2011,6,9,Thurs,7.38,0,0,68.6,69
2011,6,10,Fri,4.7,0,0,68.8,65
2011,6,11,Sat,5.59,0,0,69,66
2011,6,12,Sun,3.58,0,0,69.1,70
2011,6,13,Mon,5.59,0.01,0,69.3,68
2011,6,14,Tues,12.08,0.11,0,69.5,63
2011,6,15,Wed,8.5,0,0,69.7,65
2011,6,16,Thurs,4.7,0.06,0,69.8,70
2011,6,17,Fri,5.59,0,0,70,71
2011,6,18,Sat,3.36,0,0,70.2,58
2011,6,19,Sun,5.82,0.41,0,70.4,63
2011,6,20,Mon,6.93,0.03,0,70.6,70
2011,6,21,Tues,3.13,0,0,70.8,78
2011,6,22,Wed,3.58,0,0,71,67
2011,6,23,Thurs,6.93,0,0,71.3,66
2011,6,24,Fri,8.05,0.07,0,71.5,67
2011,6,25,Sat,5.37,0.26,0,71.7,68
2011,6,26,Sun,6.04,0.01,0,71.9,72
2011,6,27,Mon,5.14,0,0,72.2,69
2011,6,28,Tues,2.24,0,0,72.4,74
2011,6,29,Wed,6.93,0,0,72.6,67
2011,6,30,Thurs,14.76,0,0,72.8,67
2011,7,1,Fri,10.07,0,0,73.1,72
2011,7,2,Sat,5.82,0,0,73.3,82
2011,7,3,Sun,6.26,0,0,73.5,72
2011,7,4,Mon,9.84,0,0,73.8,78
2011,7,5,Tues,8.28,0,0,74,81
2011,7,6,Wed,9.4,0,0,74.2,84
2011,7,7,Thurs,7.83,0,0,74.4,67
2011,7,8,Fri,9.62,0.03,0,74.6,71
2011,7,9,Sat,8.95,0,0,74.9,74
2011,7,10,Sun,8.05,0,0,75.1,76
2011,7,11,Mon,5.14,0,0,75.3,75
2011,7,12,Tues,5.37,0,0,75.4,70
2011,7,13,Wed,4.92,0.08,0,75.6,73
2011,7,14,Thurs,8.28,0,0,75.8,62
2011,7,15,Fri,6.93,0.02,0,76,76
2011,7,16,Sat,4.47,0.02,0,76.1,74
2011,7,17,Sun,5.59,0.35,0,76.3,63
2011,7,18,Mon,4.25,0.07,0,76.4,74
2011,7,19,Tues,5.14,0,0,76.6,70
2011,7,20,Wed,9.17,0,0,76.7,74
2011,7,21,Thurs,8.28,0,0,76.8,70
2011,7,22,Fri,12.53,0,0,76.9,72
2011,7,23,Sat,6.49,0,0,77,79
2011,7,24,Sun,9.62,0,0,77.1,83
2011,7,25,Mon,7.38,0,0,77.1,63
2011,7,26,Tues,6.04,0.13,0,77.2,70
2011,7,27,Wed,7.61,0,0,77.3,72
2011,7,28,Thurs,6.93,0,0,77.3,78
2011,7,29,Fri,8.5,0,0,77.3,76
2011,7,30,Sat,9.62,0,0,77.3,79
2011,7,31,Sun,7.38,0,0,77.4,71
2011,8,1,Mon,9.4,0,0,77.4,77
2011,8,2,Tues,7.61,0,0,77.4,77
2011,8,3,Wed,4.25,0,0,77.3,79
2011,8,4,Thurs,5.14,0,0,77.3,81
2011,8,5,Fri,6.71,0,0,77.3,66
2011,8,6,Sat,4.92,0,0,77.2,73
2011,8,7,Sun,3.13,0,0,77.2,74
2011,8,8,Mon,3.8,0,0,77.1,70
2011,8,9,Tues,6.71,0,0,77.1,70
2011,8,10,Wed,5.82,0,0,77,71
2011,8,11,Thurs,4.92,0,0,76.9,74
2011,8,12,Fri,3.58,0,0,76.9,76
2011,8,13,Sat,4.03,0,0,76.8,70
2011,8,14,Sun,5.82,0,0,76.7,71
2011,8,15,Mon,6.04,0,0,76.6,74
2011,8,16,Tues,5.37,0,0,76.5,78
2011,8,17,Wed,8.5,0,0,76.4,77
2011,8,18,Thurs,6.26,0,0,76.3,73
2011,8,19,Fri,6.49,0,0,76.2,78
2011,8,20,Sat,9.17,0,0,76.1,85
2011,8,21,Sun,6.04,0,0,75.9,87
2011,8,22,Mon,4.92,0,0,75.8,71
2011,8,23,Tues,9.62,0.12,0,75.7,77
2011,8,24,Wed,5.14,0,0,75.5,84
2011,8,25,Thurs,5.82,0,0,75.4,82
2011,8,26,Fri,6.26,0,0,75.3,84
2011,8,27,Sat,6.71,0,0,75.1,84
2011,8,28,Sun,6.49,0,0,75,80
2011,8,29,Mon,4.92,0,0,74.8,70
2011,8,30,Tues,6.93,0,0,74.6,69
2011,8,31,Wed,4.92,0.01,0,74.4,69
2011,9,1,Thurs,4.92,0,0,74.3,73
2011,9,2,Fri,6.04,0,0,74.1,71
2011,9,3,Sat,6.93,0,0,73.9,82
2011,9,4,Sun,10.96,0,0,73.7,83
2011,9,5,Mon,3.8,0,0,73.5,82
2011,9,6,Tues,3.8,0,0,73.3,84
2011,9,7,Wed,5.37,0,0,73,83
2011,9,8,Thurs,7.61,0,0,72.8,85
2011,9,9,Fri,2.91,0,0,72.6,85
2011,9,10,Sat,4.92,0,0,72.3,84
2011,9,11,Sun,6.26,0,0,72.1,85
2011,9,12,Mon,5.14,0,0,71.8,68
2011,9,13,Tues,6.93,0,0,71.5,64
2011,9,14,Wed,3.8,0,0,71.2,67
2011,9,15,Thurs,2.68,0,0,71,65
2011,9,16,Fri,8.28,0,0,70.7,64
2011,9,17,Sat,4.25,0,0,70.3,62
2011,9,18,Sun,8.5,0.2,0,70,65
2011,9,19,Mon,5.82,0.28,0,69.7,69
2011,9,20,Tues,7.16,0.01,0,69.4,77
2011,9,21,Wed,3.36,0,0,69,76
2011,9,22,Thurs,5.59,0,0,68.7,76
2011,9,23,Fri,5.82,0,0,68.3,80
2011,9,24,Sat,6.49,0,0,68,75
2011,9,25,Sun,5.14,0,0,67.6,67
2011,9,26,Mon,11.41,0.19,0,67.2,61
2011,9,27,Tues,9.62,0.59,0,66.8,65
2011,9,28,Wed,9.17,0.01,0,66.5,65
2011,9,29,Thurs,10.51,0,0,66.1,77
2011,9,30,Fri,4.25,0,0,65.7,65
2011,10,1,Sat,6.93,0.01,0,65.3,59
2011,10,2,Sun,3.8,0.02,0,64.9,64
2011,10,3,Mon,4.47,0.37,0,64.5,62
2011,10,4,Tues,6.04,0.1,0,64.1,63
2011,10,5,Wed,6.26,0.05,0,63.7,55
2011,10,6,Thurs,3.8,0.09,0,63.3,58
2011,10,7,Fri,3.58,0.11,0,62.9,55
2011,10,8,Sat,5.37,0.06,0,62.5,65
2011,10,9,Sun,4.92,0.02,0,62.1,60
2011,10,10,Mon,4.7,0.1,0,61.8,59
2011,10,11,Tues,6.71,0.25,0,61.4,59
2011,10,12,Wed,13.42,0.89,0,61,59
2011,10,13,Thurs,8.95,0,0,60.6,59
2011,10,14,Fri,7.61,0,0,60.2,58
2011,10,15,Sat,8.05,0.01,0,59.9,57
2011,10,16,Sun,6.71,0,0,59.5,50
2011,10,17,Mon,3.58,0,0,59.1,61
2011,10,18,Tues,5.82,0,0,58.8,67
2011,10,19,Wed,7.61,0,0,58.4,59
2011,10,20,Thurs,7.16,0,0,58.1,59
2011,10,21,Fri,4.47,0,0,57.8,58
2011,10,22,Sat,8.95,0.12,0,57.4,60
2011,10,23,Sun,10.29,0.58,0,57.1,57
2011,10,24,Mon,3.8,0,0,56.8,57
2011,10,25,Tues,3.8,0,0,56.5,54
2011,10,26,Wed,4.92,0,0,56.2,50
2011,10,27,Thurs,5.82,0.02,0,55.9,54
2011,10,28,Fri,5.82,0,0,55.6,54
2011,10,29,Sat,6.71,0.5,0,55.3,56
2011,10,30,Sun,4.7,0,0,55,57
2011,10,31,Mon,9.17,0.16,0,54.8,53
2011,11,1,Tues,5.14,0,0,54.5,52
2011,11,2,Wed,2.24,0,0,54.2,52
2011,11,3,Thurs,7.83,0.35,0,53.9,52
2011,11,4,Fri,6.93,0,0,53.7,44
2011,11,5,Sat,5.82,0.05,0,53.4,50
2011,11,6,Sun,5.14,0,0,53.2,49
2011,11,7,Mon,3.36,0,0,52.9,49
2011,11,8,Tues,7.83,0.01,0,52.7,55
2011,11,9,Wed,4.47,0,0,52.4,62
2011,11,10,Thurs,8.05,0,0,52.2,59
2011,11,11,Fri,5.82,0,0,51.9,51
2011,11,12,Sat,9.4,0.23,0,51.7,49
2011,11,13,Sun,10.51,0.25,0,51.4,49
2011,11,14,Mon,14.99,0.02,0,51.2,47
2011,11,15,Tues,8.72,0,0,51,48
2011,11,16,Wed,5.14,0,0,50.7,52
2011,11,17,Thurs,10.51,0.49,0,50.5,48
2011,11,18,Fri,14.99,0.28,0,50.3,39
2011,11,19,Sat,5.37,0.08,0,50,41
2011,11,20,Sun,6.04,0,0,49.8,39
2011,11,21,Mon,3.36,0,0,49.5,50
2011,11,22,Tues,11.63,0.3,0,49.3,52
2011,11,23,Wed,14.54,1.76,0,49.1,53
2011,11,24,Thurs,10.51,0.55,0,48.9,45
2011,11,25,Fri,12.75,0.26,0,48.6,48
2011,11,26,Sat,7.16,0,0,48.4,51
2011,11,27,Sun,2.68,0.02,0,48.2,56
2011,11,28,Mon,12.3,0.42,0,48,48
2011,11,29,Tues,4.03,0,0,47.8,44
2011,11,30,Wed,7.61,0.09,0,47.6,45
2011,12,1,Thurs,7.16,0,0,47.4,41
2011,12,2,Fri,2.91,0,0,47.2,44
2011,12,3,Sat,3.58,0.01,0,47,42
2011,12,4,Sun,2.24,0,0,46.8,43
2011,12,5,Mon,6.49,0,0,46.6,42
2011,12,6,Tues,4.03,0,0,46.4,38
2011,12,7,Wed,3.8,0,0,46.3,41
2011,12,8,Thurs,5.14,0,0,46.1,40
2011,12,9,Fri,7.38,0,0,46,40
2011,12,10,Sat,2.68,0,0,45.9,40
2011,12,11,Sun,4.25,0,0,45.7,40
2011,12,12,Mon,5.82,0.02,0,45.6,39
2011,12,13,Tues,7.61,0,0,45.5,41
2011,12,14,Wed,3.8,0,0,45.4,40
2011,12,15,Thurs,4.25,0,0,45.3,44
2011,12,16,Fri,4.03,0.03,0,45.3,49
2011,12,17,Sat,4.47,0,0,45.2,50
2011,12,18,Sun,5.14,0,0,45.2,46
2011,12,19,Mon,4.25,0.19,0,45.1,46
2011,12,20,Tues,2.91,0,0,45.1,44
2011,12,21,Wed,5.59,0,0,45.1,45
2011,12,22,Thurs,3.8,0,0,45.1,38
2011,12,23,Fri,4.03,0,0,45.1,49
2011,12,24,Sat,5.82,0.02,0,45.1,52
2011,12,25,Sun,4.03,0,0,45.1,50
2011,12,26,Mon,13.2,0.03,0,45.2,42
2011,12,27,Tues,6.93,0.05,0,45.2,51
2011,12,28,Wed,7.61,0.9,0,45.3,53
2011,12,29,Thurs,16.33,0.63,0,45.3,51
2011,12,30,Fri,11.41,0.29,0,45.4,49
2011,12,31,Sat,12.75,0.07,0,45.5,43
2012,1,1,Sun,6.26,0,0,45.6,55
2012,1,2,Mon,10.51,0,0,45.7,51
2012,1,3,Tues,10.07,0.43,0,45.8,53
2012,1,4,Wed,5.14,0.03,0,45.9,54
2012,1,5,Thurs,10.51,0.8,0,46,48
2012,1,6,Fri,13.65,0.05,0,46.1,40
2012,1,7,Sat,4.92,0.1,0,46.2,45
2012,1,8,Sun,5.14,0,0,46.3,50
2012,1,9,Mon,4.47,0,0,46.4,49
2012,1,10,Tues,7.61,0.17,0,46.5,43
2012,1,11,Wed,7.61,0.04,0,46.7,43
2012,1,12,Thurs,11.41,0,0,46.8,43
2012,1,13,Fri,4.25,0,0,46.9,41
2012,1,14,Sat,2.91,0,0,47,40
2012,1,15,Sun,11.86,0.16,0,47.1,34
2012,1,16,Mon,7.16,0.21,2,47.3,35
2012,1,17,Tues,11.18,0.1,2,47.4,38
2012,1,18,Wed,12.53,0.32,0,47.5,32
2012,1,19,Thurs,11.18,0.78,1,47.6,30
2012,1,20,Fri,3.58,0.6,3,47.7,45
2012,1,21,Sat,5.14,0.53,3,47.8,47
2012,1,22,Sun,18.34,0.12,2,47.9,44
2012,1,23,Mon,10.74,0.24,0,48,47
2012,1,24,Tues,8.05,0,0,48.1,50
2012,1,25,Wed,11.41,0.34,0,48.2,48
2012,1,26,Thurs,12.08,0.32,0,48.3,48
2012,1,27,Fri,10.74,0.19,0,48.4,44
2012,1,28,Sat,3.13,0,0,48.4,44
2012,1,29,Sun,4.92,0,0,48.5,49
2012,1,30,Mon,10.07,1.09,0,48.6,47
2012,1,31,Tues,11.41,0.14,0,48.7,49
2012,2,1,Wed,8.72,0.07,0,48.8,48
2012,2,2,Thurs,6.04,0.53,0,48.8,47
2012,2,3,Fri,5.82,0,0,48.9,58
2012,2,4,Sat,11.86,0,0,49,60
2012,2,5,Sun,9.62,0,0,49.1,57
2012,2,6,Mon,6.49,0,0,49.1,61
2012,2,7,Tues,11.18,0,0,49.2,60
2012,2,8,Wed,11.86,0.01,0,49.3,50
2012,2,9,Thurs,6.04,0.11,0,49.4,52
2012,2,10,Fri,5.37,0.1,0,49.4,55
2012,2,11,Sat,6.71,0.1,0,49.5,48
2012,2,12,Sun,7.61,0.03,0,49.6,47
2012,2,13,Mon,2.91,0.04,0,49.7,45
2012,2,14,Tues,3.13,0.45,0,49.8,44
2012,2,15,Wed,6.93,0.1,0,49.9,45
2012,2,16,Thurs,4.03,0,0,49.9,45
2012,2,17,Fri,4.7,0.07,0,50,50
2012,2,18,Sat,7.61,0.68,0,50.1,44
2012,2,19,Sun,18.12,0.25,0,50.2,44
2012,2,20,Mon,10.51,0,0,50.4,46
2012,2,21,Tues,6.49,0.12,0,50.5,50
2012,2,22,Wed,16.78,0.03,0,50.6,50
2012,2,23,Thurs,13.2,0.34,0,50.7,47
2012,2,24,Fri,8.72,0,0,50.8,44
2012,2,25,Sat,7.83,0.45,0,50.9,45
2012,2,26,Sun,14.32,0,0,51.1,41
2012,2,27,Mon,7.61,0.05,0,51.2,44
2012,2,28,Tues,6.71,0,0,51.3,44
2012,3,1,Thurs,15.66,0.03,0,51.5,43
2012,3,2,Fri,6.93,0,0,51.6,44
2012,3,3,Sat,11.41,0.08,0,51.8,54
2012,3,4,Sun,15.66,0,0,51.9,51
2012,3,5,Mon,12.53,0,0,52.1,46
2012,3,6,Tues,13.87,0.27,0,52.2,44
2012,3,7,Wed,6.04,0.02,0,52.4,48
2012,3,8,Thurs,6.04,0,0,52.5,60
2012,3,9,Fri,5.59,0,0,52.7,49
2012,3,10,Sat,6.26,0.14,0,52.8,45
2012,3,11,Sun,7.61,0.41,0,53,44
2012,3,12,Mon,12.97,0.54,0,53.1,47
2012,3,13,Tues,13.87,0.76,0,53.3,42
2012,3,14,Wed,11.86,0.37,0,53.4,46
2012,3,15,Thurs,10.51,0.34,0,53.6,52
2012,3,16,Fri,12.97,0.94,0,53.7,48
2012,3,17,Sat,11.41,0.33,0,53.9,50
2012,3,18,Sun,8.5,0.37,0,54,41
2012,3,19,Mon,6.04,0.14,0,54.2,45
2012,3,20,Tues,6.71,0.08,0,54.3,46
2012,3,21,Wed,14.32,0.14,0,54.5,48
2012,3,22,Thurs,5.59,0.05,0,54.6,50
2012,3,23,Fri,4.7,0.16,0,54.7,54
2012,3,24,Sat,6.26,0,0,54.9,59
2012,3,25,Sun,11.63,0,0,55,56
2012,3,26,Mon,6.04,0,0,55.2,55
2012,3,27,Tues,9.62,0,0,55.3,58
2012,3,28,Wed,8.5,0.19,0,55.5,51
2012,3,29,Thurs,13.2,0.05,0,55.6,50
2012,3,30,Fri,9.84,1.08,0,55.7,49
2012,3,31,Sat,10.51,0.22,0,55.9,50
2012,4,1,Sun,7.61,0.52,0,56,48
2012,4,2,Mon,15.21,0.06,0,56.2,62
2012,4,3,Tues,6.93,0,0,56.3,53
2012,4,4,Wed,6.93,0.06,0,56.5,51
2012,4,5,Thurs,4.7,0,0,56.6,49
2012,4,6,Fri,4.03,0.18,0,56.8,52
2012,4,7,Sat,5.82,0.01,0,56.9,61
2012,4,8,Sun,9.62,0,0,57.1,70
2012,4,9,Mon,9.17,0,0,57.2,68
2012,4,10,Tues,4.7,0,0,57.4,64
2012,4,11,Wed,7.16,0,0,57.6,52
2012,4,12,Thurs,5.82,0.09,0,57.7,57
2012,4,13,Fri,5.82,0.02,0,57.9,59
2012,4,14,Sat,8.95,0,0,58.1,60
2012,4,15,Sun,6.71,0,0,58.3,61
2012,4,16,Mon,6.49,0,0,58.5,56
2012,4,17,Tues,12.97,0.32,0,58.6,50
2012,4,18,Wed,4.47,0.07,0,58.8,56
2012,4,19,Thurs,8.72,0.07,0,59,57
2012,4,20,Fri,5.82,0.43,0,59.2,56
2012,4,21,Sat,6.04,0.26,0,59.4,68
2012,4,22,Sun,5.14,0,0,59.7,74
2012,4,23,Mon,5.82,0,0,59.9,71
2012,4,24,Tues,7.83,0,0,60.1,57
2012,4,25,Wed,6.26,0.17,0,60.3,62
2012,4,26,Thurs,5.82,0.42,0,60.5,57
2012,4,27,Fri,11.63,0.15,0,60.7,56
2012,4,28,Sat,10.74,0.03,0,61,61
2012,4,29,Sun,5.59,0,0,61.2,60
2012,4,30,Mon,3.58,0.17,0,61.4,55
2012,5,1,Tues,17.9,0.17,0,61.6,53
2012,5,2,Wed,14.32,0.02,0,61.9,56
2012,5,3,Thurs,5.59,0.02,0,62.1,52
2012,5,4,Fri,7.61,0.73,0,62.3,54
2012,5,5,Sat,10.29,0.07,0,62.5,56
2012,5,6,Sun,5.14,0,0,62.8,64
2012,5,7,Mon,5.37,0,0,63,75
2012,5,8,Tues,4.92,0,0,63.2,65
2012,5,9,Wed,6.71,0,0,63.4,56
2012,5,10,Thurs,8.72,0,0,63.6,58
2012,5,11,Fri,6.71,0,0,63.8,65
2012,5,12,Sat,9.62,0,0,64.1,76
2012,5,13,Sun,7.61,0,0,64.3,78
2012,5,14,Mon,9.4,0,0,64.5,80
2012,5,15,Tues,8.5,0,0,64.7,76
2012,5,16,Wed,9.17,0,0,64.8,67
2012,5,17,Thurs,7.83,0,0,65,64
2012,5,18,Fri,6.49,0,0,65.2,60
2012,5,19,Sat,6.93,0,0,65.4,67
2012,5,20,Sun,3.36,0,0,65.6,58
2012,5,21,Mon,2.91,0.25,0,65.7,62
2012,5,22,Tues,8.95,0.55,0,65.9,55
2012,5,23,Wed,10.74,0.24,0,66.1,58
2012,5,24,Thurs,14.09,0.01,0,66.2,63
2012,5,25,Fri,7.38,0,0,66.4,72
2012,5,26,Sat,6.93,0,0,66.5,72
2012,5,27,Sun,8.05,0,0,66.7,63
2012,5,28,Mon,8.28,0,0,66.8,62
2012,5,29,Tues,7.61,0,0,67,61
2012,5,30,Wed,4.03,0,0,67.1,66
2012,5,31,Thurs,3.36,0.01,0,67.3,64
2012,6,1,Fri,6.04,0.15,0,67.4,68
2012,6,2,Sat,8.28,0.26,0,67.6,66
2012,6,3,Sun,8.28,0.01,0,67.7,63
2012,6,4,Mon,6.49,0,0,67.9,55
2012,6,5,Tues,6.93,0.05,0,68,56
2012,6,6,Wed,7.38,0.63,0,68.2,61
2012,6,7,Thurs,7.61,0,0,68.3,61
2012,6,8,Fri,7.83,0.65,0,68.5,59
2012,6,9,Sat,6.71,0.06,0,68.6,63
2012,6,10,Sun,10.51,0,0,68.8,66
2012,6,11,Mon,6.49,0,0,69,74
2012,6,12,Tues,4.03,0,0,69.1,65
2012,6,13,Wed,8.72,0.03,0,69.3,61
2012,6,14,Thurs,9.62,0,0,69.5,63
2012,6,15,Fri,6.04,0,0,69.7,72
2012,6,16,Sat,3.8,0,0,69.8,70
2012,6,17,Sun,9.17,0,0,70,66
2012,6,18,Mon,14.32,0,0,70.2,63
2012,6,19,Tues,8.5,0.12,0,70.4,67
2012,6,20,Wed,6.71,0.04,0,70.6,76
2012,6,21,Thurs,6.71,0,0,70.8,75
